,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
134,Person search,2020-01-07T00:50:00+00:00,False,,51.682629999999996,-0.020617,Male,18-24,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
135,Person search,2020-01-07T00:55:00+00:00,False,,51.682629999999996,-0.020617,Male,18-24,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
136,Person search,2020-01-07T01:26:00+00:00,False,,,,Male,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
137,Person search,2020-01-07T01:55:00+00:00,False,,51.764007,-0.220525,Male,18-24,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
138,Person search,2020-01-07T13:45:00+00:00,False,,51.920279,-0.174231,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
139,Person search,2020-01-07T13:45:00+00:00,False,,51.920279,-0.174231,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
140,Vehicle search,2020-01-07T13:45:00+00:00,False,,51.929438,-0.179808,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
141,Person and Vehicle search,2020-01-07T15:06:00+00:00,False,,,,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
142,Person search,2020-01-07T16:10:00+00:00,False,,51.659909999999996,-0.396992,Female,,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
143,Person search,2020-01-07T16:10:00+00:00,False,,51.659909999999996,-0.396992,Female,25-34,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
144,Person search,2020-01-07T18:00:00+00:00,False,,51.663785,-0.39827199999999996,Female,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False
145,Person search,2020-01-07T18:00:00+00:00,False,,51.663785,-0.39827199999999996,Female,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False
146,Person search,2020-01-07T18:10:00+00:00,False,,51.756285999999996,-0.012558,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
147,Person and Vehicle search,2020-01-07T18:10:00+00:00,False,,51.756285999999996,-0.012558,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
148,Person search,2020-01-07T18:35:00+00:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
149,Person search,2020-01-07T18:35:00+00:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
150,Person search,2020-01-07T20:10:00+00:00,False,,51.647152,-0.44321800000000006,Female,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,False
151,Person and Vehicle search,2020-01-07T21:00:00+00:00,False,,51.661689,-0.39360300000000004,Male,25-34,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
152,Person search,2020-01-07T21:00:00+00:00,False,,51.661689,-0.39360300000000004,Male,over 34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
153,Person search,2020-01-07T21:05:00+00:00,False,,51.661689,-0.39360300000000004,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
154,Person and Vehicle search,2020-01-07T21:28:00+00:00,False,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,True
155,Person search,2020-01-07T22:22:06+00:00,False,,51.661689,-0.39360300000000004,Male,25-34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
156,Person search,2020-01-07T22:37:58+00:00,False,,51.661689,-0.39360300000000004,Male,25-34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
157,Vehicle search,2020-01-07T22:47:00+00:00,False,,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
158,Person search,2020-01-07T23:00:00+00:00,False,,,,Female,10-17,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
159,Person search,2020-01-07T23:00:00+00:00,False,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
160,Person search,2020-01-07T23:00:00+00:00,False,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
161,Person search,2020-01-07T23:00:00+00:00,False,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
162,Person search,2020-01-07T23:16:00+00:00,False,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
163,Person search,2020-01-08T00:04:24+00:00,False,,51.762762,-0.249644,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
164,Person search,2020-01-08T01:55:00+00:00,False,,51.908654999999996,-0.170908,Male,25-34,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,True,False
165,Person search,2020-01-08T02:00:00+00:00,False,,51.908654999999996,-0.170908,Male,25-34,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
166,Person search,2020-01-08T02:00:00+00:00,False,,,,Female,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
167,Person search,2020-01-08T02:00:00+00:00,False,,51.908654999999996,-0.170908,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
168,Person search,2020-01-08T11:50:00+00:00,False,,51.901771000000004,-0.195608,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
169,Person and Vehicle search,2020-01-08T13:00:00+00:00,False,,51.645974,-0.379416,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
170,Person search,2020-01-08T13:45:00+00:00,False,,51.974424,-0.21029299999999998,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
171,Person search,2020-01-08T13:50:00+00:00,False,,,,Male,over 34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
172,Person search,2020-01-08T13:50:00+00:00,False,,,,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
173,Person search,2020-01-08T14:03:00+00:00,False,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
174,Person search,2020-01-08T14:10:00+00:00,False,,51.984551,-0.222268,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
175,Person and Vehicle search,2020-01-08T14:38:00+00:00,False,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False
176,Person search,2020-01-08T14:38:00+00:00,False,,,,Male,25-34,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False
177,Person search,2020-01-08T14:40:00+00:00,False,,,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Summons / charged by post,True,False
178,Person and Vehicle search,2020-01-08T14:55:00+00:00,False,,51.695796,-0.419469,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False
179,Person search,2020-01-08T16:38:00+00:00,False,,51.660847,-0.402424,Male,18-24,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
180,Person and Vehicle search,2020-01-08T17:18:00+00:00,False,,51.660847,-0.402424,Female,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,False
181,Person search,2020-01-08T18:30:00+00:00,False,,51.953386,-0.028652999999999998,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
182,Vehicle search,2020-01-08T18:30:00+00:00,False,,51.953386,-0.028652999999999998,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
183,Person search,2020-01-08T18:30:00+00:00,False,,51.953386,-0.028652999999999998,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
184,Person search,2020-01-08T19:47:30+00:00,False,,51.953386,-0.028652999999999998,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
185,Vehicle search,2020-01-08T22:00:00+00:00,False,,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Community resolution,False,False
186,Person search,2020-01-08T22:00:00+00:00,False,,,,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
187,Person and Vehicle search,2020-01-08T22:36:00+00:00,False,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
188,Vehicle search,2020-01-08T23:42:08+00:00,False,,51.762762,-0.249644,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
189,Person search,2020-01-08T23:42:08+00:00,False,,51.762762,-0.249644,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
190,Person and Vehicle search,2020-01-09T00:45:00+00:00,False,,51.674031,-0.45560200000000006,Male,over 34,Mixed/Multiple ethnic groups - White and Asian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
191,Person search,2020-01-09T00:45:00+00:00,False,,51.674031,-0.45560200000000006,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,False
192,Person search,2020-01-09T10:15:00+00:00,False,,51.735327000000005,-0.457525,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False
193,Person search,2020-01-09T11:45:00+00:00,False,,51.764046,-0.006711,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
194,Person search,2020-01-09T12:15:00+00:00,False,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
195,Person and Vehicle search,2020-01-09T12:15:00+00:00,False,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
196,Person search,2020-01-09T12:15:00+00:00,False,,,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
197,Person search,2020-01-09T12:15:00+00:00,False,,,,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
